24543|FitzPatrick, R. C.|The Circuit Riders|PS|Police -- Fiction; Pittsburgh (Pa.) -- Fiction; Science fiction, American|24543.txt
32769|Flecker, James Elroy (1884-1915)|The Last Generation: A Story of the Future|PR|Fantasy fiction; Science fiction|32769-8.txt
5699|Flint, Homer Eon (1888-1924)|The Emancipatrix|PS|Science fiction; Life on other planets -- Fiction|5699.txt
5965|Flint, Homer Eon (1888-1924)|The Devolutionist and the Emancipatrix|PS|Science fiction; Life on other planets -- Fiction|5965.txt
22590|Fontenay, Charles L. (1917-2007)|Wind|PS|Short stories; Venus (Planet) -- Fiction; Space colonies -- Fiction; Science fiction|22590-8.txt
30251|Fontenay, Charles L. (1917-2007)|Disqualified|PS|Science fiction; Short stories|30251.txt
32067|Fontenay, Charles L. (1917-2007)|Atom Drive|PS|Science fiction; Short stories; Space ships -- Fiction|32067.txt
27588|Fontenay, Charles L. (1917-2007)|The Jupiter Weapon|PS|Science fiction; Short stories|27588.txt
20739|Fontenay, Charles L. (1917-2007)|Rebels of the Red Planet|PS|Life on other planets -- Fiction; Space colonies -- Fiction; Science fiction; Mars (Planet) -- Fiction|20739.txt
30371|Fontenay, Charles L. (1917-2007)|Service with a Smile|PS|Science fiction; Robots -- Fiction; Short stories|30371.txt
24975|Fontenay, Charles L. (1917-2007)|The Gift Bearer|PS|Human-alien encounters -- Fiction; Short stories; Extraterrestrial beings -- Fiction; Science fiction, American|24975.txt
14888|Ford, Ford Madox (1873-1939); Conrad, Joseph (1857-1924)|The Inheritors|PR|Science fiction|14888-8.txt
29749|Francis, V. R.|The Flying Cuspidors|PS|Science fiction; Short stories; Musicians -- Fiction|29749.txt
29355|Fritch, Charles E. (1927-2012)|The Odyssey of Sam Meecham|PS|Short stories; Science fiction|29355.txt
28451|Fritch, Charles E. (1927-2012)|I Like Martian Music|PS|Short stories; Science fiction|28451.txt
31665|Fritch, Charles E. (1927-2012)|Skin Game|PS|Short stories; Science fiction; Swindlers and swindling -- Fiction|31665.txt
22346|Fyfe, H. B. (Horace Bowne) (1918-1997)|Exile|PS|Science fiction; Short stories|22346.txt
29989|Fyfe, H. B. (Horace Bowne) (1918-1997)|The Outbreak of Peace|PS|Science fiction; Short stories|29989.txt
23102|Fyfe, H. B. (Horace Bowne) (1918-1997)|This World Must Die!|PS|Science fiction|23102.txt
23767|Fyfe, H. B. (Horace Bowne) (1918-1997)|The Talkative Tree|PS|Short stories; Science fiction|23767.txt
24187|Fyfe, H. B. (Horace Bowne) (1918-1997)|A Transmutation of Muddles|PS|Human-alien encounters -- Fiction; Science fiction; Extraterrestrial beings -- Fiction; Short stories|24187.txt
32637|Fyfe, H. B. (Horace Bowne) (1918-1997)|The Envoy, Her|PS|Emperors -- Fiction; Science fiction; Short stories; Political fiction|32637.txt
30901|Fyfe, H. B. (Horace Bowne) (1918-1997)|Fee of the Frontier|PS|Science fiction; Space colonies -- Fiction; Mars (Planet) -- Fiction; Outer space -- Exploration -- Fiction; Short stories|30901.txt
32592|Fyfe, H. B. (Horace Bowne) (1918-1997)|Let There Be Light|PS|Post-apocalyptic fiction; Regression (Civilization) -- Fiction; Science fiction; Short stories|32592.txt
29990|Fyfe, H. B. (Horace Bowne) (1918-1997)|Satellite System|PS|Science fiction; Short stories|29990.txt
29994|Fyfe, H. B. (Horace Bowne) (1918-1997)|Irresistible Weapon|PS|Short stories; Science fiction|29994.txt
32764|Fyfe, H. B. (Horace Bowne) (1918-1997)|Manners of the Age|PS|Science fiction; Short stories|32764.txt
31833|Fyfe, H. B. (Horace Bowne) (1918-1997)|The Wedge|PS|Science fiction; Short stories|31833.txt
29936|Fyfe, H. B. (Horace Bowne) (1918-1997)|Flamedown|PS|Short stories; Science fiction|29936.txt
13731|Gale, Zona (1874-1938)|Romance Island|PS|Journalists -- Fiction; Islands -- Fiction; Love stories; Adventure stories; South Pacific Ocean -- Fiction; Science fiction|13731-8.txt
32054|Gallun, Raymond Z. (1911-1994)|Stamped Caution|PS|Martians -- Fiction; Human-alien encounters -- Fiction; Mars (Planet) -- Fiction; Science fiction|32054.txt
25067|Gallun, Raymond Z. (1911-1994)|The Planet Strappers|PS|Outer space -- Exploration -- Fiction; Science fiction; Astronauts -- Fiction|25067-8.txt
27110|Gallun, Raymond Z. (1911-1994)|The Eternal Wall|PS|Short stories; Science fiction|27110.txt
32780|Gallun, Raymond Z. (1911-1994)|Asteroid of Fear|PS|Science fiction; Space colonies -- Fiction|32780.txt
37448|Gallun, Raymond Z. (1911-1994)|Comet's Burial|PS|Short stories; Moon -- Fiction; Science fiction; Comets -- Fiction|37448.txt
31929|Gallun, Raymond Z. (1911-1994)|Big Pill|PS|Short stories; Science fiction; Space colonies -- Fiction|31929.txt
32657|Galouye, Daniel F. (1920-1976)|Spillthrough|PS|Science fiction; Space flight -- Fiction; Space ships -- Fiction|32657.txt
31937|Ganes, Mark|Evil Out of Onzar|PS|Science fiction|31937.txt
20869|Garby, Lee Hawkins (1892-1953); Smith, E. E. (Edward Elmer) (1890-1965)|The Skylark of Space|PS|Space flight -- Fiction; Science fiction; Space ships -- Fiction|20869-8.txt
30337|Garrett, Randall (1927-1987)|Fifty Per Cent Prophet|PS|Short stories; Parapsychology -- Fiction; Science fiction|30337-8.txt
23960|Garrett, Randall (1927-1987)|...After a Few Words...|PS|Science fiction; Advertising -- Fiction; Short stories|23960.txt
24444|Garrett, Randall (1927-1987)|Out Like a Light|PS|Science fiction; United States. Federal Bureau of Investigation -- Fiction; Telepathy -- Fiction; Parapsychology -- Fiction|24444-8.txt
30816|Garrett, Randall (1927-1987)|A World by the Tale|PS|Science fiction|30816-8.txt
22763|Garrett, Randall (1927-1987)|Suite Mentale|PS|Telepathy -- Fiction; Science fiction; Short stories|22763-8.txt
25234|Garrett, Randall (1927-1987)|Cum Grano Salis|PS|Science fiction|25234.txt
30304|Garrett, Randall (1927-1987)|Psichopath|PS|Science fiction; Parapsychology -- Fiction|30304.txt
24521|Garrett, Randall (1927-1987)|In Case of Fire|PS|Short stories; Science fiction, American; Psychological fiction|24521.txt
24529|Garrett, Randall (1927-1987)|The Unnecessary Man|PS|Science fiction, American; Political fiction|24529-8.txt
24135|Garrett, Randall (1927-1987)|The Measure of a Man|PS|Short stories; Extraterrestrial beings -- Fiction; Science fiction; Space flight -- Fiction|24135.txt
23764|Garrett, Randall (1927-1987)|The Bramble Bush|PS|Short stories; Science fiction|23764.txt
32088|Garrett, Randall (1927-1987)|Instant of Decision|PS|Science fiction|32088.txt
25644|Garrett, Randall (1927-1987)|The Man Who Hated Mars|PS|Escapes -- Fiction; Mars (Planet) -- Fiction; Short stories; Science fiction|25644.txt
24005|Garrett, Randall (1927-1987)|But, I Don't Think|PS|Science fiction; Social classes -- Fiction; Precognition -- Fiction|24005.txt
23561|Garrett, Randall (1927-1987)|Anchorite|PS|Science fiction|23561-8.txt
23563|Garrett, Randall (1927-1987)|Viewpoint|PS|Short stories; Science fiction|23563.txt
25061|Garrett, Randall (1927-1987)|The Penal Cluster|PS|Telepathy -- Fiction; Science fiction|25061-8.txt
24707|Garrett, Randall (1927-1987)|By Proxy|PS|Space ships -- Fiction; Journalists -- Fiction; Science fiction, American|24707-8.txt
30832|Garrett, Randall (1927-1987)|Nor Iron Bars a Cage....|PS|Science fiction; Detective and mystery stories; Police -- New York (State) -- New York -- Fiction; New York (N.Y.) -- Fiction|30832.txt
24054|Garrett, Randall (1927-1987)|Dead Giveaway|PS|Extinct cities -- Fiction; Missing persons -- Fiction; Science fiction|24054-8.txt
23335|Garrett, Randall (1927-1987)|Unwise Child|PS|Science fiction, American|23335.txt
23534|Garrett, Randall (1927-1987)|...Or Your Money Back|PS|Short stories; Legal stories; Science fiction; Gambling -- Fiction|23534.txt
30742|Garrett, Randall (1927-1987)|Anything You Can Do!|PS|Science fiction|30742.txt
25166|Garrett, Randall (1927-1987)|What The Left Hand Was Doing|PS|Parapsychology -- Fiction; Science fiction|25166.txt
30497|Garrett, Randall (1927-1987)|The Foreign Hand Tie|PS|Spy stories; Telepathy -- Fiction; Science fiction|30497.txt
24064|Garrett, Randall (1927-1987)|Damned If You Don't|PS|Inventors -- Fiction; Power (Mechanics) -- Fiction; Science fiction|24064.txt
24302|Garrett, Randall (1927-1987)|The Highest Treason|PS|Science fiction; War stories|24302.txt
24166|Garrett, Randall (1927-1987)|The Destroyers|PS|Science fiction; War stories; Short stories|24166.txt
30869|Garrett, Randall (1927-1987)|Thin Edge|PS|Science fiction|30869.txt
26109|Garrett, Randall (1927-1987)|Hail to the Chief|PS|Science fiction; Political fiction|26109.txt
23657|Garrett, Randall (1927-1987)|That Sweet Little Old Lady|PS|Spy stories; Telepathy -- Fiction; United States. Federal Bureau of Investigation -- Fiction; Science fiction|23657.txt
23198|Garrett, Randall (1927-1987)|With No Strings Attached|PS|Science fiction; Short stories|23198.txt
30308|Garrett, Randall (1927-1987)|Hanging by a Thread|PS|Science fiction|30308.txt
25028|Garrett, Randall (1927-1987)|Heist Job on Thizar|PS|Science fiction, American; Jewelry theft -- Fiction; Short stories; Criminals -- Fiction|25028.txt
30583|Garrett, Randall (1927-1987)|The Asses of Balaam|PS|Short stories; Science fiction|30583.txt
28643|Garrett, Randall (1927-1987)|Belly Laugh|PS|Science fiction; Short stories|28643.txt
32347|Garrett, Randall (1927-1987)|Time Fuze|PS|Science fiction; Short stories; Space flight -- Fiction|32347.txt
24198|Garrett, Randall (1927-1987)|A Spaceship Named McGuire|PS|Space ships -- Fiction; Science fiction; Robots -- Fiction|24198.txt
24436|Garrett, Randall (1927-1987)|Anything You Can Do ...|PS|Science fiction, American; Human-alien encounters -- Fiction|24436.txt
22767|Garrett, Randall (1927-1987); Janifer, Laurence M. (1933-2002)|Pagan Passions|PS|Science fiction|22767.txt
22338|Garrett, Randall (1927-1987); Janifer, Laurence M. (1933-2002)|The Impossibles|PS|United States. Federal Bureau of Investigation -- Fiction; Parapsychology -- Fiction; Science fiction|22338.txt
22332|Garrett, Randall (1927-1987); Janifer, Laurence M. (1933-2002)|Brain Twister|PS|United States. Federal Bureau of Investigation -- Fiction; Science fiction; Parapsychology -- Fiction|22332.txt
30434|Garrett, Randall (1927-1987); Janifer, Laurence M. (1933-2002)|Occasion for Disaster|PS|United States. Federal Bureau of Investigation -- Fiction; Telepathy -- Fiction; Parapsychology -- Fiction; Science fiction|30434.txt
25713|Garrett, Randall (1927-1987); Silverberg, Robert|The Judas Valley|PS|Science fiction|25713.txt
29159|Garson, Bill|Acid Bath|PS|Science fiction; Short stories|29159.txt
32672|Garson, Clee|Direct Wire|PS|Telephone -- Fiction; Short stories; World War, 1939-1945 -- United States -- Fiction; Science fiction|32672.txt
32904|Gault, William Campbell (1910-1995)|The Huddlers|PS|Human-alien encounters -- Fiction; Science fiction; Short stories|32904.txt
31577|Gault, William Campbell (1910-1995)|The Mighty Dead|PS|Censorship -- Fiction; Science fiction|31577-8.txt
32750|Geier, Chester S. (1921-1990)|The Sphere of Sleep|PS|Titan (Satellite) -- Fiction; Science fiction; Short stories|32750.txt
35614|Giesy, J. U. (John Ulrich) (1877-1947)|Palos of the Dog Star Pack|PS|Science fiction; Life on other planets -- Fiction; Astral projection -- Fiction|35614.txt
32878|Gilbert, Robert E. (1924-1993)|Thy Rocks and Rills|PS|Dueling -- Fiction; Bullfighting -- Fiction; Science fiction|32878.txt
32238|Gilbert, Robert E. (1924-1993)|A Thought For Tomorrow|PS|Short stories; Science fiction; Psychiatric hospital patients -- Fiction; Parapsychology -- Fiction|32238.txt
30015|Gilbert, Robert E. (1924-1993)|Stopover Planet|PS|Science fiction; Short stories|30015.txt
30307|Gilmore, Anthony|Hawk Carse|PS|Science fiction|30307.txt
29310|Gilmore, Anthony|The Affair of the Brains|PS|Science fiction|29310.txt
29298|Gilmore, Anthony|The Bluff of the Hawk|PS|Science fiction|29298.txt
30303|Gilmore, Anthony|The Passing of Ku Sui|PS|Science fiction|30303.txt
23592|Gimble, Stanley|Breakaway|PS|Short stories; Science fiction|23592.txt
27383|Goble, Neil|Master of None|PS|Science fiction; Short stories|27383.txt
22549|Godwin, Tom (1915-1980)|Space Prison|PS|Science fiction|22549.txt
30322|Godwin, Tom (1915-1980)|The Helpful Hand of God|PS|Science fiction|30322.txt
22585|Godwin, Tom (1915-1980)|—And Devious the Line of Duty|PS|Science fiction|22585-8.txt
25628|Godwin, Tom (1915-1980)|The Nothing Equation|PS|Short stories, American; Science fiction, American|25628.txt
23799|Godwin, Tom (1915-1980)|Cry from a Far Planet|PS|Science fiction; Short stories; Human-alien encounters -- Fiction|23799.txt
31986|Gold, H. L. (Horace Leonard) (1914-1996)|No Charge for Alterations|PS|Space colonies -- Fiction; Physicians -- Fiction; Science fiction|31986.txt
31892|Gold, H. L. (Horace Leonard) (1914-1996)|The Old Die Rich|PS|Science fiction; Time travel -- Fiction|31892.txt
32413|Gold, H. L. (Horace Leonard) (1914-1996)|At the Post|PS|Married people -- Fiction; Psychiatric hospital patients -- Fiction; Science fiction|32413.txt
20147|Goodwin, Harold L. (Harold Leland) (1914-1990)|Rip Foster Rides the Gray Planet|PZ|Science fiction; Space flight -- Juvenile fiction|20147.txt
18139|Goodwin, Harold L. (Harold Leland) (1914-1990)|Rip Foster in Ride the Gray Planet|PZ|Space flight -- Juvenile fiction; Science fiction|18139.txt
24495|Gordon, Nathaniel|The Golden Judge|PS; PZ|Gambling -- Fiction; Political fiction; Short stories; Science fiction, American|24495-8.txt
32711|Granger, Darius John|Disaster Revisited|PS|Short stories; Science fiction; Time travel -- Fiction|32711.txt
25684|Granger, Darius John|A World Called Crimson|PS|Science fiction|25684.txt
13289|Gratacap, L. P. (Louis Pope) (1851-1917)|The Certainty of a Future Life in Mars  Being the Posthumous Papers of Bradford Torrey Dodd|PS|Mars (Planet) -- Fiction; Science fiction|13289.txt
19498|Grautoff, Ferdinand Heinrich (1871-1935)|Banzai! by Parabellum|PT|Imaginary wars and battles; Science fiction|19498-8.txt
26883|Greenfield, Taylor H.|The Sword and the Atopen|PS|Medical fiction; Short stories; Science fiction; War stories|26883.txt
18916|Gregory, Jackson (1882-1943)|Daughter of the Sun A Tale of Adventure|PS|Adventure stories; Fantasy fiction; Western stories; Science fiction|18916-8.txt
31324|Griffith, George Chetwynd (1857-1906)|The Angel of the Revolution: A Tale of the Coming Terror|PR|Science fiction|31324-8.txt
24764|Griffith, George Chetwynd (1857-1906)|The World Peril of 1910|PR|Science fiction, English|24764-8.txt
19476|Griffith, George Chetwynd (1857-1906)|A Honeymoon in Space|PR|Science fiction|19476.txt
38028|Griffith, George Chetwynd (1857-1906)|The World Masters|PR|Electricity -- Fiction; Science fiction; Imaginary wars and battles -- Fiction|38028.txt
13423|Grisewood, R. Norman (Robert Norman) (1876-1923)|Zarlah the Martian|PS|Mars (Planet) -- Fiction; Science fiction|13423-8.txt
21988|Gunn, James E.|Breaking Point|PS|Science fiction|21988-8.txt
1368|Haggard, H. Rider (Henry Rider) (1856-1925)|When the World Shook  Being an Account of the Great Adventure of Bastin, Bickley and Arbuthnot|PR|Adventure stories; Science fiction|1368.txt
4920|Hall, Austin (1882-1933); Flint, Homer Eon (1888-1924)|The Blind Spot|PS|Science fiction|4920.txt
27464|Hall, Desmond Winter (1909-1992)|A Scientist Rises|PS|Short stories; Science fiction|27464.txt
29053|Hall, Desmond Winter (1909-1992)|Raiders Invisible|PS|Science fiction|29053.txt
30763|Hall, James R.|Am I Still There?|PS|Science fiction; Short stories|30763.txt
32317|Hamilton, Edmond (1904-1977)|The World with a Thousand Moons|PS|Science fiction|32317.txt
32486|Hamilton, Edmond (1904-1977)|The Legion of Lazarus|PS|Science fiction|32486.txt
24870|Hamilton, Edmond (1904-1977)|The Stars, My Brothers|PS|Science fiction|24870.txt
28062|Hamilton, Edmond (1904-1977)|The Man Who Saw the Future|PS|Short stories; Time travel -- Fiction; Science fiction|28062.txt
28832|Hamilton, Edmond (1904-1977)|The Sargasso of Space|PS|Science fiction|28832.txt
30014|Hamm, T. D. (1905-1994)|Native Son|PS|Short stories; Science fiction|30014.txt
30348|Hamm, T. D. (1905-1994)|The Last Supper|PS|Short stories; Science fiction|30348.txt
27609|Hansen, L. Taylor (Lucile Taylor) (1897-1976)|The Undersea Tube|PS|Short stories; Science fiction|27609.txt
3046|Harben, Will N. (Will Nathaniel) (1858-1919)|The Land of the Changing Sun|PS|Science fiction|3046.txt
23509|Hardart, F. E.|The Beast of Space|PS|Asteroids -- Fiction; Science fiction; Short stories|23509.txt
37821|Harding, Ellison (1851-1909)|The Woman Who Vowed (The Demetrian)|PS|Utopias -- Fiction; Science fiction|37821.txt
32457|Hardy, William|Pioneer|PS|Space flight -- Fiction; Short stories; Science fiction; Dogs -- Fiction|32457.txt
22596|Harmon, Jim (1933-2010)|Measure for a Loner|PS|Short stories; Science fiction|22596.txt
31174|Harmon, Jim (1933-2010)|The Planet with No Nightmare|PS|Science fiction; Short stories|31174.txt
23426|Harmon, Jim (1933-2010)|The Last Place on Earth|PS|Short stories; Science fiction|23426.txt
30500|Harmon, Kenneth|The Passenger|PS|Telepathy -- Fiction; Short stories; Science fiction|30500.txt
23872|Harness, Charles L. (1915-2005); Thomas, Theodore Lockhard|The Professional Approach|PS|Inventions -- Fiction; Short stories; Science fiction|23872.txt
29963|Harris, Tom W.|Goodbye, Dead Man!|PS|Science fiction; Short stories|29963.txt
21873|Harrison, Harry (1925-2012)|Planet of the Damned|PS|Human-alien encounters -- Fiction; Life on other planets -- Fiction; Science fiction|21873.txt
29471|Harrison, Harry (1925-2012)|The Velvet Glove|PS|Science fiction; Robots -- Fiction|29471.txt
28346|Harrison, Harry (1925-2012)|Deathworld|PS|Science fiction; Life on other planets -- Fiction|28346.txt
29204|Harrison, Harry (1925-2012)|Arm of the Law|PS|Science fiction; Mars (Planet) -- Fiction; Robots -- Fiction; Short stories|29204.txt
30019|Harrison, Harry (1925-2012)|Navy Day|PS|Science fiction; Short stories|30019.txt
22540|Harrison, Harry (1925-2012)|The K-Factor|PS|Science fiction|22540.txt
22541|Harrison, Harry (1925-2012)|The Misplaced Battleship|PS|Science fiction|22541.txt
35204|Harrison, Harry (1925-2012)|Sense of Obligation|PS|Science fiction|35204.txt
22966|Harrison, Harry (1925-2012)|Toy Shop|PS|Science fiction; Short stories|22966.txt
30964|Harrison, Harry (1925-2012)|The Ethical Engineer|PS|Science fiction|30964.txt
22073|Harrison, Harry (1925-2012)|The Repairman|PS|Human-alien encounters -- Fiction; Science fiction; Short stories|22073.txt
30381|Haseltine, Robert W.|Prelude to Space|PS|Extraterrestrial beings -- Fiction; Science fiction; Short stories; Human-alien encounters -- Fiction|30381.txt
31307|Hasse, Henry (1913-1977)|One Purple Hope!|PS|Venus (Planet) -- Fiction; Science fiction; Short stories|31307.txt
28045|Hasse, Henry (1913-1977)|Walls of Acid|PS|Short stories; Science fiction|28045.txt
29488|Hasse, Henry (1913-1977)|We're Friends, Now|PS|Science fiction|29488.txt
13526|Hastings, Milo (1884-1957)|In the Clutch of the War-God|PS|Science fiction; Imaginary wars and battles -- Fiction|13526.txt
9862|Hastings, Milo (1884-1957)|City of Endless Night|PS|Science fiction|9862.txt
7344|Hawthorne, Julian (1846-1934)|Archibald Malmaison|PS|Science fiction, American; Aristocracy (Social class) -- Fiction; England -- Social life and customs -- 19th century -- Fiction|7344.txt
30361|Heiner, Alvin|The Stowaway|PS|Space flight to the moon -- Fiction; Science fiction; Short stories|30361.txt
32434|Henderson, Gene L.|All In The Mind|PS|Short stories; Science fiction|32434.txt
29290|Hensley, Joe L. (1926-2007)|Now We Are Three|PS|Science fiction; Short stories|29290.txt
29492|Herbert, Frank (1920-1986)|Old Rambling House|PS|Short stories; Science fiction|29492.txt
23210|Herbert, Frank (1920-1986)|Missing Link|PS|Short stories; Science fiction|23210.txt
24721|Herbert, Frank (1920-1986)|Operation Haystack|PS|Science fiction, American; Conspiracies -- Fiction|24721.txt
30353|Hernhuter, Albert|The Smiler|PS|Science fiction; Short stories; Extraterrestrial beings -- Fiction|30353.txt
29947|Hershman, Morris|Spacemen Never Die!|PS|Science fiction; Short stories|29947.txt
25094|Hickey, H. B. (1916-1987)|Daughters of Doom|PS|Short stories; Science fiction|25094.txt
32866|Hickey, H. B. (1916-1987)|Beyond The Thunder|PS|Science fiction|32866.txt
31975|Highe, Jefferson|What Rough Beast?|PS|Short stories; Science fiction|31975.txt
30539|Hill, Arthur G.|The Terrible Answer|PS|Short stories; Martians -- Fiction; Science fiction; Mars (Planet) -- Fiction|30539.txt
10662|Hodgson, William Hope (1877-1918)|The Night Land|PR|Science fiction|10662.txt
10966|Hodgson, William Hope (1877-1918)|The Ghost Pirates|PR|Fantasy fiction; Science fiction; Sea stories; Pirates -- Fiction; Horror tales|10966.txt
10002|Hodgson, William Hope (1877-1918)|The House on the Borderland|PR|Science fiction|10002.txt
10542|Hodgson, William Hope (1877-1918)|"The Boats of the ""Glen Carrig""  Being an account of their Adventures in the Strange places of the Earth, after the foundering of the good ship Glen Carrig through striking upon a hidden rock in the unknown seas to the Southward; as told by John Winterstraw, Gent., to his son James Winterstraw, in the year 1757, and by him committed very properly and legibly to manuscript"|PR|Sea stories; Shipwrecks -- Fiction; Islands -- Fiction; Shipwreck survival -- Fiction; Science fiction; Horror tales|10542.txt
32487|Holden, Fox B.|A Gift For Terra|PS|Science fiction; Mars (Planet) -- Fiction; Short stories; Martians -- Fiction; Human-alien encounters -- Fiction|32487.txt
31523|Holden, Fox B.|The Women-Stealers of Thrayx|PS|Science fiction; Life on other planets -- Fiction|31523.txt
30528|Horne, Anderson|The Day of the Dog|PS|Short stories; Science fiction|30528.txt
31748|Hornibrook, Isabel (1859-1952)|Pemrose Lorry, Camp Fire Girl|PZ|Science fiction; Camp Fire Girls -- Juvenile fiction; Aeronautics -- Juvenile fiction|31748.txt
32724|Hoskins, Robert (1933-1993)|Feet Of Clay|PS|Human-alien encounters -- Fiction; Extraterrestrial beings -- Fiction; Science fiction; Short stories|32724.txt
28437|Howard, Allan (1913-1988)|It's a Small Solar System|PS|Science fiction; Mars (Planet) -- Fiction; Short stories|28437.txt
14556|Howdershelt, Ed|An Encounter in Atlanta|PS|Science fiction; Superheroes -- Fiction|14556.txt
30034|Huber, Helen|I'll Kill You Tomorrow|PS|Short stories; Science fiction|30034.txt
26955|Huekels, Jack G.|Advanced Chemistry|PS|Science fiction; Short stories|26955.txt
30379|Hunter, Gene|Field Trip|PS|Science fiction; Short stories|30379.txt
285|Hyne, Charles John Cutcliffe Wright (1866-1944)|The Lost Continent|PR|Science fiction; Atlantis (Legendary place) -- Fiction; Lost continents -- Fiction; Fantasy fiction|285.txt
23337|Ing, Dean Charles|Tight Squeeze|PS|Science fiction|23337.txt
29742|Jacobi, Carl Richard (1908-1997)|The Long Voyage|PS|Short stories; Science fiction|29742.txt
29242|Jacobi, Carl Richard (1908-1997)|Made in Tanganyika|PS|Short stories; Science fiction|29242.txt
29328|James, Alex|The Shining Cow|PS|Short stories; Science fiction|29328.txt
23889|Janifer, Laurence M. (1933-2002)|Charley de Milo|PS|Science fiction|23889.txt
30029|Janifer, Laurence M. (1933-2002)|Lost in Translation|PS|Science fiction; Short stories|30029.txt
30259|Janifer, Laurence M. (1933-2002)|The Man Who Played to Lose|PS|Short stories; Science fiction|30259.txt
30288|Janifer, Laurence M. (1933-2002)|Sight Gag|PS|Science fiction; Short stories; Parapsychology -- Fiction|30288.txt
24397|Janifer, Laurence M. (1933-2002)|Hex|PS|Parapsychology -- Fiction; Science fiction; Social workers -- Fiction|24397.txt
31980|Janis, Jean M.|Rough Translation|PS|Science fiction; Short stories|31980.txt
9906|Janvier, Thomas A. (Thomas Allibone) (1849-1913)|In the Sargasso Sea A Novel|PS|Science fiction|9906-8.txt
26795|Jarvis, E. K.|Get Out of Our Skies!|PS|Science fiction|26795-8.txt
30932|Jarvis, E. K.|Before Egypt|PS|Interplanetary voyages -- Fiction; Science fiction|30932.txt
30454|Jones, Bascom|Blind Spot|PS|Martians -- Fiction; Short stories; Mars (Planet) -- Fiction; Science fiction|30454.txt
26906|Jones, Neil Ronald (1909-1988)|The Jameson Satellite|PS|Science fiction|26906.txt
32745|Jones, Raymond F. (1915-1994)|The Unlearned|PS|Science fiction|32745.txt
32403|Jones, Raymond F. (1915-1994)|Human Error|PS|Science fiction|32403.txt
28118|Jones, Raymond F. (1915-1994)|The Great Gray Plague|PS|Science fiction|28118.txt
33660|Jones, Raymond F. (1915-1994)|The Year When Stardust Fell|PS; PZ|Science fiction; City and town life -- Fiction; Survival -- Fiction|33660.txt
22526|Jones, Raymond F. (1915-1994)|Cubs of the Wolf|PS|Science fiction|22526-8.txt
32687|Jones, Raymond F. (1915-1994)|The Colonists|PS|Science fiction; Space colonies -- Fiction|32687.txt
26093|Jones, Raymond F. (1915-1994)|The Memory of Mars|PS|Psychological fiction; Science fiction, American|26093.txt
24221|Kallis, Stephen A.|The Untouchable|PS|Short stories; Science fiction|24221-8.txt
24192|Kastle, Herbert D.|The First One|PS|Science fiction; Psychological fiction; Short stories|24192.txt
26867|Keeler, Harry Stephen (1890-1967)|John Jones's Dollar|PS|Short stories; Science fiction; Compound interest -- Fiction|26867.txt
25270|Kelleam, Joseph Everidge (1913-1975)|Hunters Out of Space|PS|Science fiction|25270.txt
30062|Keller, Teddy|The Plague|PS|Short stories; Science fiction; Epidemics -- Fiction|30062.txt
26140|Kenyon, Ernest M.|Security|PS|Short stories; Science fiction, American|26140-8.txt
29135|Kipling, Rudyard (1865-1936)|With The Night Mail  A Story of 2000 A.D. (Together with extracts from the comtemporary magazine in which it appeared)|PR|Aeronautics -- Fiction; Science fiction|29135.txt
29421|Kirby, Jason|The Floating Island of Madness||Science fiction|29421.txt
40284|Knerr, M. E. (Michael E.) (1936-1999)|The Sex Life of the Gods|PS|Science fiction; Extraterrestrial beings -- Fiction|40284.txt
22560|Knight, Damon (1922-2002)|The Worshippers|PS|Science fiction|22560.txt
32011|Knight, Damon (1922-2002)|Special Delivery|PS|Science fiction; Short stories|32011.txt
27921|Knight, David C. (1925-1984)|The Love of Frank Nineteen|PS|Science fiction; Short stories; Robots -- Fiction; Love stories|27921.txt
31585|Knight, David C. (1925-1984)|The Amazing Mrs. Mimms|PS|Time travel -- Fiction; Short stories; Science fiction|31585.txt
29908|Kornbluth, C. M. (Cyril M.) (1924-1958)|The Adventurer|PS|Short stories; Science fiction|29908.txt
29619|Kornbluth, C. M. (Cyril M.) (1924-1958)|The Altar at Midnight|PS|Science fiction; Short stories|29619.txt
32485|Krepps, Robert W. (1919-1980)|The Giants From Outer Space|PS|Science fiction; Human-alien encounters -- Fiction|32485.txt
32473|Krepps, Robert W. (1919-1980)|The Buttoned Sky|PS|Science fiction|32473.txt
32128|Krepps, Robert W. (1919-1980); Gold, H. L. (Horace Leonard) (1914-1996)|The Enormous Room|PS|Science fiction|32128-8.txt
32108|Kuttner, Henry (1915-1958)|The Ego Machine|PS|Science fiction|32108-8.txt
31207|Kuttner, Henry (1915-1958)|Where the World is Quiet|PS|Short stories; Science fiction; Peru -- Fiction|31207.txt
24161|Kuykendall, Roger|All Day September|PS|Moon -- Fiction; Miners -- Fiction; Science fiction; Short stories|24161.txt
24118|Kuykendall, Roger|We Didn't Do Anything Wrong, Hardly|PS|Science fiction; Humorous stories; Space flight -- Fiction; Boys -- Fiction; Short stories|24118.txt
31663|Lafferty, R. A. (1914-2002)|The Six Fingers of Time|PS|Science fiction; Time -- Fiction|31663.txt
22462|Lande, Irving W.|Slingshot|PS|Short stories; Science fiction|22462.txt
